it,ft,bt,transmission,ownerNo,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats_1,Color,Gear Box,Drive Type,City
0,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2016,₹ 12.60 Lakh,Third Party insurance,"50,000 Kms",19.67 kmpl,1582 CC,5,White,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2010,₹ 3 Lakh,Third Party insurance,"90,000 Kms",20.36 kmpl,1197 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,2,BMW,BMW X5,2016,₹ 39.81 Lakh,Third Party insurance,"70,000 Kms",15.97 kmpl,2993 CC,5,Others,8 Speed,4WD,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,₹ 6.27 Lakh,Comprehensive,"52,571 Kms",18.6 kmpl,1197 CC,5,Grey,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Automatic,2,BMW,BMW 3 Series,2010,₹ 13 Lakh,Third Party insurance,"70,000 Kms",16.07 kmpl,1995 CC,5,Others,6 Speed,,Bangalore
0,Petrol,Sedan,Manual,1,Honda,Honda City,2015,₹ 6.72 Lakh,Comprehensive,"61,993 Kms",17.4 kmpl,1497 CC,5,Silver,5 Speed ,FWD,Bangalore
0,Diesel,SUV,Automatic,1,Hyundai,Hyundai Tucson,2017,₹ 18.25 Lakh,Comprehensive,"57,000 Kms",16.38 kmpl,1995 CC,5,White,6 Speed,2WD,Bangalore
0,Diesel,SUV,Manual,2,Toyota,Toyota Fortuner,2021,₹ 35 Lakh,Third Party insurance,"80,000 Kms",14.24 kmpl,2755 CC,7,Others,6 Speed,RWD,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2013,₹ 4.40 Lakh,Comprehensive,"36,359 Kms",18.5 kmpl,1197 CC,5,Blue,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,2,Tata,Tata Harrier,2019,₹ 14.60 Lakh,Third Party insurance,"70,000 Kms",17 kmpl,1956 CC,5,Others,6,FWD,Bangalore
0,Petrol,SUV,Automatic,1,MG,MG Hector,2022,₹ 20.41 Lakh,Comprehensive,"7,500 Kms",,1451 CC,5,White,8-Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2017,₹ 10.33 Lakh,Comprehensive,"30,301 Kms",17 kmpl,1591 CC,5,Black,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2010,₹ 2.75 Lakh,Comprehensive,"66,000 Kms",20.36 kmpl,1197 CC,5,Golden,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2017,₹ 6.76 Lakh,Comprehensive,"56,010 Kms",18.6 kmpl,1197 CC,5,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,₹ 42.90 Lakh,Comprehensive,"47,000 Kms",17.9 kmpl,2143 CC,5,White,9 Speed,AWD,Bangalore
0,Diesel,SUV,Manual,2,Nissan,Nissan Terrano,2014,₹ 6.50 Lakh,Third Party insurance,"60,000 Kms",19.01 kmpl,1461 CC,5,Others,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2014,₹ 4.44 Lakh,Third Party insurance,"83,829 Kms",25.2 kmpl,1248 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Automatic,1,Renault,Renault KWID,2020,₹ 5.10 Lakh,Third Party insurance,"10,000 Kms",22 kmpl,999 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,2,Renault,Renault Duster,2016,₹ 9.25 Lakh,Comprehensive,"35,000 Kms",19.6 kmpl,1461 CC,5,Grey,6 Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,2,Honda,Honda City,2019,₹ 10.24 Lakh,Comprehensive,"51,116 Kms",18 kmpl,1497 CC,5,White,CVT,FWD,Bangalore
0,Diesel,Sedan,Manual,3,Skoda,Skoda Rapid,2016,₹ 5 Lakh,Third Party insurance,"80,000 Kms",21.14 kmpl,1498 CC,5,Others,5-speed,FWD,Bangalore
0,Petrol,Hatchback,Automatic,2,Volkswagen,Volkswagen Polo,2017,₹ 9.95 Lakh,Third Party insurance,"40,000 Kms",17.21 kmpl,1197 CC,5,Others,7 Speed,FWD,Bangalore
0,Petrol,SUV,Automatic,2,Honda,Honda CR-V,2012,₹ 9.35 Lakh,Comprehensive,"85,565 Kms",11.1 kmpl,2354 CC,5,White,5 Speed,AWD,Bangalore
0,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2018,₹ 8.34 Lakh,Comprehensive,"36,916 Kms",17 kmpl,1497 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2015,₹ 5.60 Lakh,Third Party insurance,"90,000 Kms",20.14 kmpl,1498 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2012,₹ 4.54 Lakh,Comprehensive,"1,12,795 Kms",22.38 kmpl,1197 CC,5,Silver,5-Speed,,Bangalore
0,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2021,₹ 36.90 Lakh,Comprehensive,"11,000 Kms",,1332 CC,5,Silver,7-Speed DCT,,Bangalore
0,Petrol,MUV,Manual,2,Toyota,Toyota Innova,2014,₹ 11 Lakh,Third Party insurance,"1,20,000 Kms",11.4 kmpl,1998 CC,7,Others,5 Speed,RWD,Bangalore
0,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2016,₹ 4.62 Lakh,Comprehensive,"36,685 Kms",19.4 kmpl,1198 CC,5,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,2,Hyundai,Hyundai Santa Fe,2012,₹ 9 Lakh,Third Party insurance,"1,20,000 Kms",11.72 kmpl,2199 CC,7,Others,6 speed ,AWD,Bangalore
0,Petrol,Sedan,Automatic,1,BMW,BMW 6 Series,2022,₹ 79 Lakh,Comprehensive,"4,000 Kms",13.32 kmpl,1998 CC,4,Blue,8-Speed Steptronic Sport Automatic Transmission,,Bangalore
0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Baleno,2019,₹ 8.43 Lakh,Third Party,"32,184 Kms",21.4 kmpl,1197 CC,5,Silver,CVT,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno RS,2018,₹ 7.99 Lakh,Comprehensive,"32,279 Kms",21.1 kmpl,998 CC,5,White,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2015,₹ 5.76 Lakh,Comprehensive,"59,698 Kms",18.6 kmpl,1197 CC,5,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,1,Renault,Renault Captur,2018,₹ 9.49 Lakh,Comprehensive,"46,071 Kms",20.37 kmpl,1461 CC,5,Grey,6 Speed,,Bangalore
0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2017,₹ 7.95 Lakh,Third Party insurance,"90,000 Kms",24.3 kmpl,1248 CC,5,Yellow,5 Speed,FWD,Bangalore
0,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2019,₹ 10.85 Lakh,Third Party,"9,554 Kms",18.27 kmpl,998 CC,5,Blue,6-Speed,FWD,Bangalore
0,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2022,₹ 25.90 Lakh,Comprehensive,"14,000 Kms",14.1 kmpl,1368 CC,5,Green,7 Speed DCT,4x2,Bangalore
0,Diesel,SUV,Manual,2,Renault,Renault Duster,2013,₹ 5.16 Lakh,Third Party,"74,499 Kms",20.45 kmpl,1461 CC,5,Brown,5 speed,FWD,Bangalore
0,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2017,₹ 7.77 Lakh,Comprehensive,"56,211 Kms",14.8 kmpl,1497 CC,5,Grey,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2019,₹ 7.53 Lakh,Comprehensive,"9,001 Kms",18.2 kmpl,1199 CC,5,White,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,2,Mahindra,Mahindra XUV500,2017,₹ 12.26 Lakh,Third Party insurance,"65,457 Kms",16 kmpl,1997 CC,7,Orange,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2017,₹ 7.25 Lakh,Comprehensive,"23,682 Kms",18.7 kmpl,1199 CC,5,Red,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Manual,1,Hyundai,Hyundai Verna,2020,₹ 11.50 Lakh,Third Party insurance,"50,000 Kms",22 kmpl,1582 CC,5,Red,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2015,₹ 6.29 Lakh,Comprehensive,"1,34,557 Kms",25.2 kmpl,1248 CC,5,White,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2013,₹ 4.47 Lakh,Comprehensive,"96,567 Kms",22.41 kmpl,1197 CC,5,Blue,5 Speed,,Bangalore
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Celerio,2015,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",23.1 kmpl,998 CC,5,White,5 Speed ,FWD,Bangalore
0,Diesel,MUV,Manual,2,Maruti,Maruti Ertiga,2014,₹ 7.86 Lakh,Comprehensive,"83,007 Kms",20.77 kmpl,1248 CC,7,White,5 Speed ,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,₹ 7.45 Lakh,Comprehensive,"34,000 Kms",18.7 kmpl,1199 CC,5,Maroon,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2014,₹ 4.90 Lakh,Comprehensive,"81,634 Kms",18.9 kmpl,1197 CC,5,White,4 Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,2,Honda,Honda City,2017,₹ 9.42 Lakh,Comprehensive,"57,284 Kms",18 kmpl,1497 CC,5,Brown,CVT,FWD,Bangalore
0,Petrol,SUV,Automatic,2,Ford,Ford Ecosport,2016,₹ 6.75 Lakh,Third Party insurance,"70,000 Kms",15.63 kmpl,1499 CC,5,Silver,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,2,Honda,Honda Brio,2013,₹ 3.30 Lakh,Third Party insurance,"70,000 Kms",19.4 kmpl,1198 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,2,Toyota,Toyota Yaris,2018,₹ 8.75 Lakh,Third Party insurance,"46,429 Kms",17.8 kmpl,1496 CC,5,White,7 Speed CVT,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,₹ 8.69 Lakh,Comprehensive,"17,624 Kms",21.4 kmpl,1197 CC,5,White,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Manual,2,Volkswagen,Volkswagen Vento,2012,₹ 4.25 Lakh,Third Party insurance,"1,00,000 Kms",20.54 kmpl,1598 CC,5,Blue,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Honda,Honda City,2019,₹ 10.70 Lakh,Third Party insurance,"30,000 Kms",17.4 kmpl,1497 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,SUV,Manual,2,Ford,Ford Ecosport,2018,₹ 10.25 Lakh,Third Party insurance,"49,690 Kms",15.9 kmpl,1496 CC,5,Blue,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,₹ 10 Lakh,Third Party insurance,"1,10,000 Kms",16 kmpl,2179 CC,7,White,6 Speed ,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Fiat,Fiat Linea,2009,₹ 3.75 Lakh,Third Party insurance,"50,000 Kms",16 kmpl,1368 CC,5,Gray,Five Speed Manual,Front Wheel Drive,Bangalore
0,Petrol,Sedan,Manual,1,Fiat,Fiat Linea,2009,₹ 3.75 Lakh,Third Party insurance,"50,000 Kms",16 kmpl,1368 CC,5,Gray,Five Speed Manual,Front Wheel Drive,Bangalore
0,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2018,₹ 8.44 Lakh,Comprehensive,"55,702 Kms",14.8 kmpl,1497 CC,5,Silver,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20 Active,2016,₹ 7.64 Lakh,Third Party insurance,"45,046 Kms",21.19 kmpl,1396 CC,5,Brown,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Ritz,2014,₹ 4.20 Lakh,Third Party insurance,"53,000 Kms",18.5 kmpl,1197 CC,5,Silver,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 6.84 Lakh,Third Party insurance,"94,695 Kms",27.39 kmpl,1248 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,₹ 8.03 Lakh,Zero Dep,"22,162 Kms",21.4 kmpl,1197 CC,5,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro Xing,2010,₹ 3.20 Lakh,Third Party insurance,"70,000 Kms",17.92 kmpl,1086 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Manual,1,Honda,Honda City,2017,₹ 8.04 Lakh,Comprehensive,"1,15,331 Kms",26 kmpl,1498 CC,5,Silver,6 Speed,FWD,Bangalore
0,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,₹ 14 Lakh,Third Party insurance,"70,000 Kms",10 kmpl,2148 CC,5,Others,5 Speed,RWD,Bangalore
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2016,₹ 5.48 Lakh,Comprehensive,"42,233 Kms",22.38 kmpl,1197 CC,5,White,5-Speed,,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,₹ 6.19 Lakh,Comprehensive,"20,941 Kms",18.9 kmpl,1197 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,2,Maruti,Maruti Vitara Brezza,2018,₹ 10 Lakh,Third Party insurance,"50,000 Kms",24.3 kmpl,1248 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,SUV,Manual,1,Honda,Honda WR-V,2018,₹ 8.65 Lakh,Comprehensive,"46,602 Kms",17.5 kmpl,1199 CC,5,Brown,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,₹ 10 Lakh,Third Party insurance,"50,000 Kms",11.18 kmpl,2696 CC,7,White,5 Speed,AWD,Bangalore
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2014,₹ 5.35 Lakh,Comprehensive,"1,04,000 Kms",25.2 kmpl,1248 CC,5,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2018,₹ 9.75 Lakh,Comprehensive,"90,000 Kms",23 kmpl,1498 CC,5,Brown,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,₹ 6.99 Lakh,Third Party insurance,"50,035 Kms",21.4 kmpl,1197 CC,5,Blue,5 Speed,FWD,Bangalore
0,Petrol,SUV,Manual,1,Tata,Tata Nexon,2021,₹ 11.50 Lakh,Third Party insurance,"80,000 Kms",17.57 kmpl,1199 CC,5,Gray,6-Speed,,Bangalore
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2015,₹ 6.25 Lakh,Comprehensive,"90,000 Kms",18.6 kmpl,1197 CC,5,Maroon,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,₹ 10 Lakh,Third Party insurance,"90,000 Kms",14.21 kmpl,2143 CC,5,Others,5 Speed,Rear Wheel Drive with ESP,Bangalore
0,Diesel,Sedan,Manual,1,Toyota,Toyota Corolla Altis,2011,₹ 6 Lakh,Third Party insurance,"1,20,000 Kms",21.43 kmpl,1364 CC,5,Silver,6 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,₹ 6.75 Lakh,Third Party,"25,170 Kms",22.41 kmpl,1197 CC,5,Blue,5 Speed,,Bangalore
0,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2021,₹ 8.93 Lakh,Comprehensive,"25,022 Kms",20.65 kmpl,1462 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2012,₹ 4.20 Lakh,Third Party insurance,"1,00,000 Kms",22.9 kmpl,1248 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2020,₹ 9.41 Lakh,Zero Dep,"26,367 Kms",20.65 kmpl,1462 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Elantra,2015,₹ 6.30 Lakh,Zero Dep,"76,567 Kms",14.5 kmpl,1797 CC,5,Silver,6 Speed,FWD,Bangalore
0,Diesel,MUV,Manual,2,Toyota,Toyota Innova,2013,₹ 12.75 Lakh,Third Party insurance,"1,20,000 Kms",12.99 kmpl,2494 CC,7,Others,5 Speed,RWD,Bangalore
0,Petrol,Hatchback,Automatic,2,Hyundai,Hyundai Grand i10,2015,₹ 5.25 Lakh,Comprehensive,"36,459 Kms",18.9 kmpl,1197 CC,5,Red,4 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,1,Maruti,Maruti SX4 S Cross,2016,₹ 7.50 Lakh,Comprehensive,"93,725 Kms",23.65 kmpl,1248 CC,5,Grey,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,2,Maruti,Maruti Ciaz,2016,₹ 6.32 Lakh,Comprehensive,"1,15,599 Kms",19.12 kmpl,1373 CC,5,Silver,4 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2015,₹ 6.45 Lakh,Zero Dep,"43,469 Kms",22.41 kmpl,1197 CC,5,Red,5 Speed,,Bangalore
0,Petrol,Sedan,Manual,4,Ford,Ford Ikon,2005,₹ 5 Lakh,Third Party insurance,"70,000 Kms",13.8 kmpl,1299 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,Automatic,2,BMW,BMW X5,2019,₹ 67.95 Lakh,Comprehensive,"77,000 Kms",13.38 kmpl,2993 CC,5,White,8-Speed Steptronic,AWD,Bangalore
0,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2018,₹ 8.50 Lakh,Comprehensive,"1,00,000 Kms",24.3 kmpl,1248 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,₹ 2.99 Lakh,Third Party insurance,"72,000 Kms",14.7 kmpl,1999 CC,5,Silver,5 Speed,,Bangalore
0,Diesel,Sedan,Automatic,1,Jaguar,Jaguar XF,2013,₹ 20.95 Lakh,Comprehensive,"77,000 Kms",16.36 kmpl,2179 CC,5,Blue,8 Speed,RWD,Bangalore
0,Diesel,SUV,Automatic,1,Audi,Audi Q7,2013,₹ 28 Lakh,Comprehensive,"87,101 Kms",12.07 kmpl,2967 CC,7,White,8 Speed Tiptronic,AWD,Bangalore
0,Petrol,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2021,₹ 9.99 Lakh,Third Party,"40,771 Kms",18.24 kmpl,999 CC,5,Silver,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,₹ 8.25 Lakh,Comprehensive,"28,000 Kms",18.7 kmpl,1199 CC,5,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,₹ 2.50 Lakh,Comprehensive,"40,000 Kms",18.9 kmpl,1061 CC,5,Silver,5 Speed,FWD,Bangalore
0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2020,₹ 12.95 Lakh,Comprehensive,"26,000 Kms",18.15 kmpl,998 CC,5,White,7-Speed DCT,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2012,₹ 3.29 Lakh,Comprehensive,"76,032 Kms",18.9 kmpl,998 CC,5,Silver,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2018,₹ 6.66 Lakh,Comprehensive,"1,13,780 Kms",21.56 kmpl,1462 CC,5,Blue,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Automatic,1,Audi,Audi A3,2019,₹ 22.90 Lakh,Third Party insurance,"24,000 Kms",20.38 kmpl,1968 CC,5,White,6 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,2,Hyundai,Hyundai Venue,2020,₹ 10.26 Lakh,Third Party,"65,812 Kms",23.7 kmpl,1493 CC,5,White,6-Speed,FWD,Bangalore
0,Petrol,SUV,Automatic,1,Skoda,Skoda Kushaq,2022,₹ 17 Lakh,Third Party insurance,"10,000 Kms",17.2 kmpl,999 CC,5,Red,6-speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 6.81 Lakh,Zero Dep,"39,959 Kms",21.4 kmpl,1197 CC,5,Orange,5 Speed,FWD,Bangalore
0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,₹ 16.90 Lakh,Third Party insurance,"10,000 Kms",14.2 kmpl,1999 CC,7,Others,6-speed,,Bangalore
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Alto K10,2016,₹ 3.18 Lakh,Third Party insurance,"65,484 Kms",24.39 kmpl,998 CC,5,Others,5 Speed,,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,₹ 6.88 Lakh,Comprehensive,"49,174 Kms",21.4 kmpl,1197 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,₹ 13 Lakh,Third Party insurance,"20,000 Kms",20.08 kmpl,999 CC,5,Red,6-Speed,,Bangalore
0,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2009,₹ 2.65 Lakh,Third Party insurance,"50,000 Kms",20.36 kmpl,1197 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,Sedan,Automatic,2,Maruti,Maruti Swift Dzire,2018,₹ 6.45 Lakh,Third Party insurance,"40,000 Kms",22 kmpl,1197 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,SUV,Automatic,1,Hyundai,Hyundai Alcazar,2022,₹ 20 Lakh,Third Party insurance,"30,000 Kms",14.2 kmpl,1999 CC,7,White,6-speed,,Bangalore
0,Petrol,Coupe,Automatic,3,BMW,BMW 3 Series,2007,₹ 9 Lakh,Third Party insurance,"50,000 Kms",10.9 kmpl,2497 CC,5,Others,6 Speed,,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2020,₹ 6.20 Lakh,Third Party insurance,"80,000 Kms",21.21 kmpl,1197 CC,5,Others,5,FWD,Bangalore
0,Petrol,SUV,Manual,1,MG,MG Astor,2022,₹ 14.70 Lakh,Third Party insurance,"20,000 Kms",15.43 kmpl,1498 CC,5,Others,5 Speed,,Bangalore
0,Cng,Sedan,Manual,1,Hyundai,Hyundai Accent,2010,₹ 2.20 Lakh,Third Party insurance,"70,000 Kms",13.2 kmpl,1495 CC,5,Others,5-Speed,FWD,Bangalore
0,Diesel,Sedan,Automatic,1,Audi,Audi A4,2014,₹ 14.75 Lakh,Third Party insurance,"90,000 Kms",17.11 kmpl,1968 CC,5,Others,8 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,₹ 4.15 Lakh,Third Party insurance,"40,000 Kms",21.74 kmpl,999 CC,5,Blue,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2016,₹ 6.10 Lakh,Comprehensive,"63,797 Kms",18.7 kmpl,1199 CC,5,Brown,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2018,₹ 5.60 Lakh,Comprehensive,"60,216 Kms",18.9 kmpl,1197 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Automatic,2,Maruti,Maruti Alto K10,2015,₹ 4.25 Lakh,Third Party insurance,"10,000 Kms",23.95 kmpl,998 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 6.86 Lakh,Comprehensive,"38,153 Kms",21.4 kmpl,1197 CC,5,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2015,₹ 5.17 Lakh,Comprehensive,"76,485 Kms",22.38 kmpl,1197 CC,5,Silver,5-Speed,,Bangalore
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2015,₹ 3.85 Lakh,Third Party insurance,"40,000 Kms",20.51 kmpl,998 CC,5,Others,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2016,₹ 6.75 Lakh,Comprehensive,"40,623 Kms",21.4 kmpl,1197 CC,5,Blue,5 Speed,FWD,Bangalore
0,Diesel,Sedan,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2018,₹ 33 Lakh,Third Party insurance,"18,000 Kms",19.27 kmpl,2143 CC,5,Red,9 Speed,RWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2014,₹ 4.99 Lakh,Third Party insurance,"88,051 Kms",22.38 kmpl,1197 CC,5,Red,5-Speed,,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2022,₹ 7.74 Lakh,Third Party,"16,522 Kms",22.38 kmpl,1197 CC,5,Others,5-Speed,,Bangalore
0,Diesel,SUV,Manual,2,Jeep,Jeep Compass,2019,₹ 14.75 Lakh,Third Party insurance,"70,000 Kms",16.3 kmpl,1956 CC,5,Others,6 Speed,4X4,Bangalore
0,Petrol,Hatchback,Manual,3,Maruti,Maruti Wagon R,2008,₹ 2.40 Lakh,Third Party insurance,"80,000 Kms",18.9 kmpl,1061 CC,5,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,1,Hyundai,Hyundai Venue,2019,₹ 10.25 Lakh,Third Party insurance,"50,000 Kms",23.7 kmpl,1396 CC,5,Others,6-Speed,FWD,Bangalore
0,Petrol,SUV,Manual,1,Tata,Tata Nexon,2023,₹ 14 Lakh,Third Party insurance,"10,000 Kms",17.33 kmpl,1199 CC,5,Others,6 Speed,,Bangalore
0,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2013,₹ 2.85 Lakh,Third Party insurance,"57,000 Kms",21.1 kmpl,814 CC,5,Silver,5 Speed,FWD,Bangalore
0,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2016,₹ 10 Lakh,Third Party insurance,"1,10,000 Kms",16 kmpl,2179 CC,7,Others,6 Speed ,FWD,Bangalore
0,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,₹ 7.80 Lakh,Third Party insurance,"10,000 Kms",21.4 kmpl,1197 CC,5,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,Manual,2,Maruti,Maruti Swift,2012,₹ 4.75 Lakh,Third Party insurance,"50,000 Kms",18.6 kmpl,1197 CC,5,Others,5 Speed,FWD,Bangalore
